method,weight_function,capped_weight,k,alpha,beta,sample,class,silhouette_value
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,0.0001,1.0,sample04.functional,functional,-0.0686329934941833
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,0.0001,1.0,sample05.functional,functional,-0.07983130821822709
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,0.0001,1.0,sample06.pathological,pathological,0.17074007050114887
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,0.0001,1.0,sample07.pathological,pathological,0.17369387603742883
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,0.0001,1.0,sample08.pathological,pathological,0.17325883090064098
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,0.0001,1.0,sample09.pathological,pathological,0.1805053542289196
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,0.0001,1.0,sample10.pathological,pathological,0.1808697985297835
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,1e-06,1.0,sample01.functional,functional,-0.07344901924926672
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,1e-06,1.0,sample02.functional,functional,-0.06982529311407176
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,1e-06,1.0,sample03.functional,functional,-0.07059181573557465
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,1e-06,1.0,sample04.functional,functional,-0.06861523496335059
